Protein IDs	Majority protein IDs	Fasta headers	Peptides	Razor + unique peptides	Unique peptides	LFQ intensity 736_m_wt	LFQ intensity 736_sc_wt	LFQ intensity 737_m_midy	LFQ intensity 737_sc_midy	LFQ intensity 738_m_wt	LFQ intensity 738_sc_wt	LFQ intensity 739_m_midy	LFQ intensity 739_sc_midy	LFQ intensity 740_m_midy	LFQ intensity 740_sc_midy	LFQ intensity 741_m_wt	LFQ intensity 741_sc_wt	LFQ intensity 743_m_wt	LFQ intensity 743_sc_midy	LFQ intensity 744_m_midy	LFQ intensity 744_sc_midy	LFQ intensity 745_m_wt	LFQ intensity 745_sc_wt	Only identified by site	Reverse	Potential contaminant	gene_name	alt_gene_names	bp_annotation	bp_annotation_id	cc_annotation	cc_annotation_id	kegg_annotation	kegg_annotation_id	mf_annotation	mf_annotation_id
NP_001032228.1	NP_001032228.1	NP_001032228.1 triosephosphate isomerase [Sus scrofa]	16	16	16	2226600000	2742900000	2499200000	2055300000	2361500000	2195900000	2279300000	2082700000	2329500000	2402800000	2824900000	3413300000	2493400000	2449100000	2523500000	3028300000	3336700000	2562400000	NA	NA	NA	TPI1	TPI1;NA;NA;NA;NA	glycolytic process;methylglyoxal biosynthetic process;glyceraldehyde-3-phosphate biosynthetic process;multicellular organism development;glycerol catabolic process;gluconeogenesis;canonical glycolysis	GO:000609; GO:001924; GO:004616; GO:000727; GO:001956; GO:000609; GO:006162	extracellular space;nucleus;cytosol;extracellular exosome	GO:000561; GO:000563; GO:000582; GO:007006	 Glycolysis / Gluconeogenesis; Inositol phosphate metabolism; Biosynthesis of antibiotics; Biosynthesis of amino acids; Fructose and mannose metabolism; Metabolic pathways; Carbon metabolism	hsa0001; hsa0056; hsa0113; hsa0123; hsa0005; hsa0110; hsa0120	protein homodimerization activity;ubiquitin protein ligase binding;methylglyoxal synthase activity;triose-phosphate isomerase activity;protein binding	GO:004280; GO:003162; GO:000892; GO:000480; GO:000551
NP_001032810.1	NP_001032810.1	NP_001032810.1 cathepsin D precursor [Sus scrofa]	15	15	15	116320000	146920000	136230000	148210000	127570000	151440000	108530000	133340000	108570000	150180000	141120000	115630000	175040000	179120000	198760000	175050000	137230000	178820000	NA	NA	NA	CTSD	CTSD;NA;NA;NA;NA	antigen processing and presentation of exogenous peptide antigen via MHC class II;protein catabolic process;collagen catabolic process;neutrophil degranulation;proteolysis	GO:001988; GO:003016; GO:003057; GO:004331; GO:000650	ficolin-1-rich granule lumen;lysosome;tertiary granule lumen;membrane raft;extracellular exosome;specific granule lumen;melanosome;extracellular region;lysosomal lumen;extracellular space	GO:190481; GO:000576; GO:190472; GO:004512; GO:007006; GO:003558; GO:004247; GO:000557; GO:004320; GO:000561	 Sphingolipid signaling pathway; Tuberculosis; Lysosome	hsa0407; hsa0515; hsa0414	protein binding;aspartic-type endopeptidase activity;serine-type endopeptidase activity	GO:000551; GO:000419; GO:000425
NP_001033050.1	NP_001033050.1	NP_001033050.1 proteasome subunit beta type-9 [Sus scrofa]	2	2	2	0	0	12972000	0	0	0	0	0	14112000	0	14062000	0	0	0	0	0	0	0	NA	NA	NA	PSMB9	PSMB9;NA;NA;NA;NA	post-translational protein modification;viral process;protein deubiquitination;immune system process;proteasomal protein catabolic process;proteasome-mediated ubiquitin-dependent protein catabolic process;regulation of cysteine-type endopeptidase activity	GO:004368; GO:001603; GO:001657; GO:000237; GO:001049; GO:004316; GO:200011	nucleoplasm;spermatoproteasome complex;proteasome complex;cytoplasm;nucleus;cytosol;extracellular exosome;proteasome core complex;proteasome core complex, beta-subunit complex	GO:000565; GO:199011; GO:000050; GO:000573; GO:000563; GO:000582; GO:007006; GO:000583; GO:001977	 Proteasome	hsa0305	endopeptidase activity;threonine-type endopeptidase activity;protein binding	GO:000417; GO:000429; GO:000551
NP_001033089.1;XP_020932989.1;XP_020932988.1	NP_001033089.1;XP_020932989.1;XP_020932988.1	NP_001033089.1 peptidyl-prolyl cis-trans isomerase FKBP1A [Sus scrofa];XP_020932989.1 peptidyl-prolyl cis-trans isomerase FKBP1A isoform X1 [Sus scrofa];XP_020932988.1 peptidyl-prolyl cis-trans isomerase FKBP1A isoform X1 [Sus scrofa]	4	4	4	333350000	430750000	338160000	229560000	319480000	521150000	333280000	375960000	262630000	426900000	260600000	361120000	214430000	294510000	264040000	359010000	342720000	376460000	NA	NA	NA	FKBP1A	FKBP1A;FKBP1A;FKBP1A;NA;NA	'de novo' protein folding;SMAD protein complex assembly;negative regulation of ryanodine-sensitive calcium-release channel activity;chaperone-mediated protein folding;positive regulation of protein ubiquitination;regulation of protein localization;negative regulation of release of sequestered calcium ion into cytosol;supramolecular fiber organization;calcium ion transmembrane transport;regulation of amyloid precursor protein catabolic process;positive regulation of protein binding;protein refolding;ventricular cardiac muscle tissue morphogenesis;protein folding;protein maturation by protein folding;regulation of activin receptor signaling pathway;heart morphogenesis;protein peptidyl-prolyl isomerization;heart trabecula formation;negative regulation of phosphoprotein phosphatase activity;positive regulation of I-kappaB kinase/NF-kappaB signaling;regulation of immune response;T cell activation;amyloid fibril formation	GO:000645; GO:000718; GO:006031; GO:006107; GO:003139; GO:003288; GO:005128; GO:009743; GO:007058; GO:190299; GO:003209; GO:004202; GO:005501; GO:000645; GO:002241; GO:003292; GO:000300; GO:000041; GO:006034; GO:003251; GO:004312; GO:005077; GO:004211; GO:199000	sarcoplasmic reticulum;cytoplasmic side of membrane;membrane;cytosol;terminal cisterna;Z disc;ryanodine receptor complex;extrinsic component of organelle membrane;cytoplasm	GO:001652; GO:009856; GO:001602; GO:000582; GO:001480; GO:003001; GO:199042; GO:003131; GO:000573	"NA"	"NA"	transforming growth factor beta receptor binding;macrolide binding;calcium channel inhibitor activity;ion channel binding;peptidyl-prolyl cis-trans isomerase activity;protein binding;type I transforming growth factor beta receptor binding;SMAD binding;activin binding	GO:000516; GO:000552; GO:001985; GO:004432; GO:000375; GO:000551; GO:003471; GO:004633; GO:004818
NP_001033096.1	NP_001033096.1	NP_001033096.1 serine/arginine-rich splicing factor 1 [Sus scrofa]	8	8	8	40720000	52240000	44866000	46708000	32299000	49047000	42371000	37456000	46155000	35944000	42817000	48915000	55622000	54907000	0	32060000	24913000	0	NA	NA	NA	SRSF1	SRSF1;NA;NA;NA;NA	liver regeneration;mRNA processing;mRNA splice site selection;oligodendrocyte differentiation;alternative mRNA splicing, via spliceosome;mRNA splicing, via spliceosome;mRNA cis splicing, via spliceosome;mRNA 3'-end processing;cardiac muscle contraction;in utero embryonic development;RNA export from nucleus;positive regulation of RNA splicing	GO:009742; GO:000639; GO:000637; GO:004870; GO:000038; GO:000039; GO:004529; GO:003112; GO:006004; GO:000170; GO:000640; GO:003312	cytoplasm;exon-exon junction complex;catalytic step 2 spliceosome;nuclear speck;nucleus;nucleoplasm	GO:000573; GO:003514; GO:007101; GO:001660; GO:000563; GO:000565	 Herpes simplex infection; Spliceosome	hsa0516; hsa0304	RNA binding;RS domain binding;protein kinase B binding;protein binding;DNA topoisomerase binding;mRNA binding	GO:000372; GO:005073; GO:004342; GO:000551; GO:004454; GO:000372
NP_001033712.1	NP_001033712.1	NP_001033712.1 guanine nucleotide-binding protein G(q) subunit alpha [Sus scrofa]	9	9	6	85650000	108550000	91537000	83855000	66588000	78381000	89315000	98022000	65462000	79815000	81377000	93074000	63144000	97560000	82671000	101190000	65914000	85510000	NA	NA	NA	GNAQ	GNAQ;NA;NA;NA;NA	phototransduction, visible light;regulation of canonical Wnt signaling pathway;G-protein coupled receptor signaling pathway;entrainment of circadian clock;action potential;platelet activation;positive regulation of GTPase activity;protein stabilization;blood coagulation;negative regulation of protein kinase activity;activation of phospholipase C activity;G-protein coupled acetylcholine receptor signaling pathway	GO:000760; GO:006082; GO:000718; GO:000964; GO:000150; GO:003016; GO:004354; GO:005082; GO:000759; GO:000646; GO:000720; GO:000721	cytoplasm;nuclear membrane;photoreceptor outer segment;plasma membrane;heterotrimeric G-protein complex;lysosomal membrane;extracellular exosome	GO:000573; GO:003196; GO:000175; GO:000588; GO:000583; GO:000576; GO:007006	 Rap1 signaling pathway; Calcium signaling pathway; Circadian entrainment; Serotonergic synapse; Inflammatory mediator regulation of TRP channels; Endocrine and other factor-regulated calcium reabsorption; Gastric acid secretion; African trypanosomiasis; Platelet activation; Glucagon signaling pathway; Sphingolipid signaling pathway; Alzheimer's disease; Insulin secretion; Vascular smooth muscle contraction; Adrenergic signaling in cardiomyocytes; Long-term depression; Gap junction; Pathways in cancer	hsa0401; hsa0402; hsa0471; hsa0472; hsa0475; hsa0496; hsa0497; hsa0514; hsa0461; hsa0492; hsa0407; hsa0501; hsa0491; hsa0427; hsa0426; hsa0473; hsa0454; hsa0520	G-protein coupled receptor binding;GTP binding;protein binding;GTPase activator activity;G-protein beta/gamma-subunit complex binding;metal ion binding;type 2A serotonin receptor binding;GTPase activity	GO:000166; GO:000552; GO:000551; GO:000509; GO:003168; GO:004687; GO:003182; GO:000392
NP_001033715.2;XP_020919727.1;XP_020919736.1;XP_013835807.2;NP_001038034.1;XP_020919738.1;XP_020919737.1;XP_013835808.1;XP_005668293.1;XP_005668289.1;XP_005668288.1;XP_005668287.1;NP_001038083.1	NP_001033715.2;XP_020919727.1	NP_001033715.2 aldo-keto reductase family 1, member C-like 1 [Sus scrofa];XP_020919727.1 aldo-keto reductase family 1, member C-like 1 isoform X1 [Sus scrofa]	19	19	19	3139200000	2005700000	2143200000	2014400000	1275600000	820630000	2022500000	2044700000	1930000000	1864400000	1072200000	961300000	702080000	1592100000	1566100000	1882600000	1338300000	1323100000	NA	NA	NA	AKR1C4	AKR1C4;AKR1C4;NA;NA;NA	androgen metabolic process;cellular response to jasmonic acid stimulus;daunorubicin metabolic process;bile acid biosynthetic process;steroid metabolic process;electron transport chain;bile acid and bile salt transport;progesterone metabolic process;retinoid metabolic process	GO:000820; GO:007139; GO:004459; GO:000669; GO:000820; GO:002290; GO:001572; GO:004244; GO:000152	cytoplasm;extracellular exosome;cytosol	GO:000573; GO:007006; GO:000582	 Metabolism of xenobiotics by cytochrome P450; Steroid hormone biosynthesis; Primary bile acid biosynthesis; Metabolic pathways	hsa0098; hsa0014; hsa0012; hsa0110	electron carrier activity;androsterone dehydrogenase activity;alcohol dehydrogenase (NADP+) activity;bile acid transmembrane transporter activity;oxidoreductase activity;oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor;retinal dehydrogenase activity;alditol:NADP+ 1-oxidoreductase activity;ketosteroid monooxygenase activity;steroid dehydrogenase activity;chlordecone reductase activity	GO:000905; GO:004702; GO:000810; GO:001512; GO:001649; GO:001665; GO:000175; GO:000403; GO:004708; GO:001622; GO:004774
NP_001033721.1	NP_001033721.1	NP_001033721.1 deoxyribonuclease-1-like 1 precursor [Sus scrofa]	5	5	5	57116000	53848000	64785000	54362000	69836000	52792000	61221000	73105000	50548000	40665000	92068000	108860000	59496000	0	54918000	0	54206000	50932000	NA	NA	NA	DNASE1L1	DNASE1L1;NA;NA;NA;NA	neutrophil degranulation;DNA catabolic process;DNA metabolic process;DNA catabolic process, endonucleolytic	GO:004331; GO:000630; GO:000625; GO:000073	nucleus;endoplasmic reticulum;extracellular region;specific granule lumen	GO:000563; GO:000578; GO:000557; GO:003558	"NA"	"NA"	deoxyribonuclease activity;DNA binding;deoxyribonuclease I activity	GO:000453; GO:000367; GO:000453
NP_001033725.1;XP_020937733.1	NP_001033725.1;XP_020937733.1	NP_001033725.1 paralemmin-1 [Sus scrofa];XP_020937733.1 paralemmin-1 isoform X1 [Sus scrofa]	9	9	9	44989000	53606000	49227000	44403000	38035000	47794000	67231000	49546000	47333000	42001000	45868000	38691000	44626000	56540000	59833000	45245000	37916000	56130000	NA	NA	NA	PALM	PALM;PALM;NA;NA;NA	synapse maturation;negative regulation of dopamine receptor signaling pathway;cytoskeleton organization;regulation of cell shape;negative regulation of adenylate cyclase activity;protein localization to plasma membrane;positive regulation of filopodium assembly;cellular response to electrical stimulus	GO:006007; GO:006016; GO:000701; GO:000836; GO:000719; GO:007265; GO:005149; GO:007125	postsynaptic density;intrinsic component of the cytoplasmic side of the plasma membrane;dendritic spine membrane;axon;nucleus;basolateral plasma membrane;filopodium membrane;plasma membrane;intracellular membrane-bounded organelle;cytoplasmic vesicle	GO:001406; GO:003123; GO:003259; GO:003042; GO:000563; GO:001632; GO:003152; GO:000588; GO:004323; GO:003141	"NA"	"NA"	protein binding;D3 dopamine receptor binding	GO:000551; GO:003175
NP_001033727.1	NP_001033727.1	NP_001033727.1 perilipin-1 [Sus scrofa]	40	40	40	7355700000	8059400000	8496700000	9023300000	8044700000	8195400000	7513500000	8738800000	8318900000	10543000000	9677900000	10332000000	4079900000	10703000000	10822000000	13261000000	9576000000	8565700000	NA	NA	NA	PLIN1	PLIN1;NA;NA;NA;NA	lipid catabolic process;lipid metabolic process	GO:001604; GO:000662	endoplasmic reticulum;lipid particle;cytosol	GO:000578; GO:000581; GO:000582	 PPAR signaling pathway; Regulation of lipolysis in adipocytes	hsa0332; hsa0492	lipid binding	GO:000828
NP_001033734.1	NP_001033734.1	NP_001033734.1 palmdelphin [Sus scrofa]	11	11	11	30841000	39321000	38369000	31776000	33057000	26531000	32892000	42115000	31727000	33489000	34743000	0	20079000	37192000	35230000	38151000	33136000	31084000	NA	NA	NA	PALMD	PALMD;NA;NA;NA;NA	regulation of cell shape	GO:000836	dendritic spine;cytoplasm;membrane	GO:004319; GO:000573; GO:001602	"NA"	"NA"	"NA"	"NA"
NP_001034835.1	NP_001034835.1	NP_001034835.1 fatty acid-binding protein, epidermal [Sus scrofa]	16	16	16	1812300000	1316300000	1993100000	1274600000	1936700000	1711400000	1865500000	1650600000	1613500000	1451100000	1493600000	1464000000	1024600000	1329000000	1557000000	1283300000	1381500000	1125300000	NA	NA	NA	FABP5	FABP5;NA;NA;NA;NA	glucose homeostasis;triglyceride catabolic process;epidermis development;glucose metabolic process;regulation of prostaglandin biosynthetic process;positive regulation of peroxisome proliferator activated receptor signaling pathway;phosphatidylcholine biosynthetic process;neutrophil degranulation;regulation of sensory perception of pain;negative regulation of glucose transport;lipid metabolic process	GO:004259; GO:001943; GO:000854; GO:000600; GO:003139; GO:003536; GO:000665; GO:004331; GO:005193; GO:001082; GO:000662	extracellular region;extracellular exosome;nucleus;cell junction;postsynaptic density;synapse;nucleoplasm;cytoplasm;cytosol;plasma membrane;azurophil granule lumen;postsynaptic membrane;secretory granule membrane	GO:000557; GO:007006; GO:000563; GO:003005; GO:001406; GO:004520; GO:000565; GO:000573; GO:000582; GO:000588; GO:003557; GO:004521; GO:003066	 PPAR signaling pathway	hsa0332	lipid binding;fatty acid binding;protein binding;retinoic acid binding;identical protein binding	GO:000828; GO:000550; GO:000551; GO:000197; GO:004280
NP_001037992.1	NP_001037992.1	NP_001037992.1 beta-enolase [Sus scrofa]	17	11	10	0	0	0	32833000	0	0	0	0	0	87715000	0	0	9091900	5842500	0	0	2069000000	0	NA	NA	NA	ENO3	ENO3;NA;NA;NA;NA	gluconeogenesis;response to drug;canonical glycolysis;skeletal muscle tissue regeneration;aging	GO:000609; GO:004249; GO:006162; GO:004340; GO:000756	phosphopyruvate hydratase complex;extracellular space;extracellular exosome;cytosol;membrane;plasma membrane	GO:000001; GO:000561; GO:007006; GO:000582; GO:001602; GO:000588	 RNA degradation; Biosynthesis of amino acids; Glycolysis / Gluconeogenesis; Biosynthesis of antibiotics; Metabolic pathways; Carbon metabolism; HIF-1 signaling pathway	hsa0301; hsa0123; hsa0001; hsa0113; hsa0110; hsa0120; hsa0406	phosphopyruvate hydratase activity;magnesium ion binding;protein heterodimerization activity;protein homodimerization activity	GO:000463; GO:000028; GO:004698; GO:004280
NP_001038000.1;XP_005663527.1	NP_001038000.1;XP_005663527.1	NP_001038000.1 26S proteasome non-ATPase regulatory subunit 4 [Sus scrofa];XP_005663527.1 26S proteasome non-ATPase regulatory subunit 4 isoform X1 [Sus scrofa]	5	5	5	36457000	37046000	51884000	42773000	43272000	0	51412000	43405000	54413000	47190000	31300000	0	41895000	41562000	45796000	51062000	46755000	40968000	NA	NA	NA	PSMD4	PSMD4;PSMD4;NA;NA;NA	post-translational protein modification;proteasome-mediated ubiquitin-dependent protein catabolic process;protein deubiquitination;proteasome assembly	GO:004368; GO:004316; GO:001657; GO:004324	cytosol;proteasome complex;nucleoplasm;nucleus;proteasome regulatory particle, base subcomplex;proteasome accessory complex	GO:000582; GO:000050; GO:000565; GO:000563; GO:000854; GO:002262	 Proteasome; Epstein-Barr virus infection	hsa0305; hsa0516	identical protein binding;protein binding;RNA binding;polyubiquitin binding	GO:004280; GO:000551; GO:000372; GO:003159
NP_001038003.1;NP_001090987.1;XP_005654564.1	NP_001038003.1	NP_001038003.1 guanine nucleotide-binding protein subunit alpha-11 [Sus scrofa]	6	3	3	0	11517000	10268000	24683000	10158000	0	10599000	21684000	8806800	11911000	0	18095000	9477800	8721100	0	11286000	0	9437000	NA	NA	NA	GNA11	GNA11;NA;NA;NA;NA	action potential;phospholipase C-activating dopamine receptor signaling pathway;adenylate cyclase-modulating G-protein coupled receptor signaling pathway;entrainment of circadian clock;phototransduction, visible light;developmental pigmentation;cellular response to pH;skeletal system development;signal transduction;platelet activation;G-protein coupled acetylcholine receptor signaling pathway;heart development;regulation of melanocyte differentiation	GO:000150; GO:006015; GO:000718; GO:000964; GO:000760; GO:004806; GO:007146; GO:000150; GO:000716; GO:003016; GO:000721; GO:000750; GO:004563	photoreceptor outer segment;cytoplasm;plasma membrane;heterotrimeric G-protein complex;lysosomal membrane;extracellular exosome	GO:000175; GO:000573; GO:000588; GO:000583; GO:000576; GO:007006	 Chagas disease (American trypanosomiasis); Aldosterone synthesis and secretion; Long-term depression; Amoebiasis; Calcium signaling pathway; Insulin secretion; Cholinergic synapse; Vascular smooth muscle contraction; Gap junction; Pathways in cancer	hsa0514; hsa0492; hsa0473; hsa0514; hsa0402; hsa0491; hsa0472; hsa0427; hsa0454; hsa0520	G-protein coupled receptor binding;GTP binding;metal ion binding;type 2A serotonin receptor binding;GTPase activity;G-protein beta/gamma-subunit complex binding	GO:000166; GO:000552; GO:004687; GO:003182; GO:000392; GO:003168
