Majority protein IDs	gene_name	GO - Biological Process	GO - Cellular Component	GO - Molecular Function	KEGG Pathway Info
NP_999079.1;XP_013854872.1	FAAH	GO:0019369 [Name: arachidonic acid metabolic process]; GO:0009062 [Name: fatty acid catabolic process]	GO:0005856 [Name: cytoskeleton]; GO:0016021 [Name: integral component of membrane]; GO:0005789 [Name: endoplasmic reticulum membrane]; GO:0031090 [Name: organelle membrane]	GO:0102077 [Name: oleamide hydrolase activity]; GO:0047372 [Name: acylglycerol lipase activity]; GO:0005515 [Name: protein binding]; GO:0004040 [Name: amidase activity]; GO:0103073 [Name: anandamide amidohydrolase activity]; GO:0017064 [Name: fatty acid amide hydrolase activity]	hsa04723 [Pathway Title: Retrograde endocannabinoid signaling]
NP_999080.2	ATP5ME	GO:0042407 [Name: cristae formation]; GO:0042776 [Name: mitochondrial ATP synthesis coupled proton transport]; GO:0006754 [Name: ATP biosynthetic process]	"GO:0000276 [Name: mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)]; GO:0005739 [Name: mitochondrion]; GO:0005743 [Name: mitochondrial inner membrane]; GO:0005753 [Name: mitochondrial proton-transporting ATP synthase complex]"	GO:0022857 [Name: transmembrane transporter activity]; GO:0015078 [Name: hydrogen ion transmembrane transporter activity]; GO:0044877 [Name: macromolecular complex binding]; GO:0016887 [Name: ATPase activity]	hsa01100 [Pathway Title: Metabolic pathways]; hsa00190 [Pathway Title: Oxidative phosphorylation]
NP_999082.1;XP_020935325.1	RPL36AL	GO:0006412 [Name: translation]	GO:0005829 [Name: cytosol]; GO:0005886 [Name: plasma membrane]; GO:0005634 [Name: nucleus]; GO:0022625 [Name: cytosolic large ribosomal subunit]; GO:0005783 [Name: endoplasmic reticulum]	GO:0003735 [Name: structural constituent of ribosome]; GO:0005515 [Name: protein binding]	hsa03010 [Pathway Title: Ribosome]
NP_999085.1	DCN	GO:0001890 [Name: placenta development]; GO:0009887 [Name: animal organ morphogenesis]; GO:0045944 [Name: positive regulation of transcription from RNA polymerase II promoter]; GO:0010508 [Name: positive regulation of autophagy]; GO:0030206 [Name: chondroitin sulfate biosynthetic process]; GO:0030207 [Name: chondroitin sulfate catabolic process]; GO:0090141 [Name: positive regulation of mitochondrial fission]; GO:0032496 [Name: response to lipopolysaccharide]; GO:0007568 [Name: aging]; GO:0030198 [Name: extracellular matrix organization]; GO:0042060 [Name: wound healing]; GO:0009612 [Name: response to mechanical stimulus]; GO:0007519 [Name: skeletal muscle tissue development]; GO:0010596 [Name: negative regulation of endothelial cell migration]; GO:0014068 [Name: positive regulation of phosphatidylinositol 3-kinase signaling]; GO:0051901 [Name: positive regulation of mitochondrial depolarization]; GO:1900747 [Name: negative regulation of vascular endothelial growth factor signaling pathway]; GO:0019800 [Name: peptide cross-linking via chondroitin 4-sulfate glycosaminoglycan]; GO:0030208 [Name: dermatan sulfate biosynthetic process]; GO:0001822 [Name: kidney development]; GO:0016239 [Name: positive regulation of macroautophagy]; GO:0016525 [Name: negative regulation of angiogenesis]	GO:0005796 [Name: Golgi lumen]; GO:0005589 [Name: collagen type VI trimer]; GO:0005615 [Name: extracellular space]; GO:0043202 [Name: lysosomal lumen]; GO:0005576 [Name: extracellular region]	GO:0005539 [Name: glycosaminoglycan binding]; GO:0005518 [Name: collagen binding]; GO:0005515 [Name: protein binding]; GO:0003723 [Name: RNA binding]; GO:0030021 [Name: extracellular matrix structural constituent conferring compression resistance]; GO:0047485 [Name: protein N-terminus binding]; GO:0050840 [Name: extracellular matrix binding]	hsa05205 [Pathway Title: Proteoglycans in cancer]; hsa04350 [Pathway Title: TGF-beta signaling pathway]
NP_999088.1;XP_005669617.1	APEH	GO:0050435 [Name: beta-amyloid metabolic process]; GO:0043312 [Name: neutrophil degranulation]; GO:0006415 [Name: translational termination]; GO:0006508 [Name: proteolysis]	GO:0031965 [Name: nuclear membrane]; GO:1904813 [Name: ficolin-1-rich granule lumen]; GO:0005829 [Name: cytosol]; GO:0005576 [Name: extracellular region]; GO:0070062 [Name: extracellular exosome]	GO:0004252 [Name: serine-type endopeptidase activity]; GO:0003723 [Name: RNA binding]; GO:0005515 [Name: protein binding]; GO:0008242 [Name: omega peptidase activity]; GO:0042802 [Name: identical protein binding]	-
NP_999089.2	ITIH1	GO:0030212 [Name: hyaluronan metabolic process]; GO:0010951 [Name: negative regulation of endopeptidase activity]	GO:0072562 [Name: blood microparticle]; GO:0005576 [Name: extracellular region]; GO:0070062 [Name: extracellular exosome]	GO:0005509 [Name: calcium ion binding]; GO:0004867 [Name: serine-type endopeptidase inhibitor activity]	-
NP_999092.1	GOT1	GO:0019551 [Name: glutamate catabolic process to 2-oxoglutarate]; GO:0035902 [Name: response to immobilization stress]; GO:0055089 [Name: fatty acid homeostasis]; GO:0060290 [Name: transdifferentiation]; GO:0051481 [Name: negative regulation of cytosolic calcium ion concentration]; GO:0051902 [Name: negative regulation of mitochondrial depolarization]; GO:1990267 [Name: response to transition metal nanoparticle]; GO:0008652 [Name: cellular amino acid biosynthetic process]; GO:0046686 [Name: response to cadmium ion]; GO:0006107 [Name: oxaloacetate metabolic process]; GO:0006114 [Name: glycerol biosynthetic process]; GO:0030511 [Name: positive regulation of transforming growth factor beta receptor signaling pathway]; GO:0032966 [Name: negative regulation of collagen biosynthetic process]; GO:0006531 [Name: aspartate metabolic process]; GO:0019550 [Name: glutamate catabolic process to aspartate]; GO:0032869 [Name: cellular response to insulin stimulus]; GO:0051384 [Name: response to glucocorticoid]; GO:0006094 [Name: gluconeogenesis]; GO:0006103 [Name: 2-oxoglutarate metabolic process]; GO:0006532 [Name: aspartate biosynthetic process]; GO:0006533 [Name: aspartate catabolic process]; GO:0006536 [Name: glutamate metabolic process]; GO:0007219 [Name: Notch signaling pathway]; GO:0009743 [Name: response to carbohydrate]; GO:0071260 [Name: cellular response to mechanical stimulus]	GO:0005634 [Name: nucleus]; GO:0005764 [Name: lysosome]; GO:0005829 [Name: cytosol]; GO:0005654 [Name: nucleoplasm]; GO:0070062 [Name: extracellular exosome]; GO:0005737 [Name: cytoplasm]; GO:0043679 [Name: axon terminus]	GO:0047801 [Name: L-cysteine:2-oxoglutarate aminotransferase activity]; GO:0004609 [Name: phosphatidylserine decarboxylase activity]; GO:0004069 [Name: L-aspartate:2-oxoglutarate aminotransferase activity]; GO:0030170 [Name: pyridoxal phosphate binding]; GO:0031406 [Name: carboxylic acid binding]	"hsa00220 [Pathway Title: Arginine biosynthesis]; hsa00250 [Pathway Title: Alanine, aspartate and glutamate metabolism]; hsa00360 [Pathway Title: Phenylalanine metabolism]; hsa00400 [Pathway Title: Phenylalanine, tyrosine and tryptophan biosynthesis]; hsa00270 [Pathway Title: Cysteine and methionine metabolism]; hsa00330 [Pathway Title: Arginine and proline metabolism]; hsa00350 [Pathway Title: Tyrosine metabolism]; hsa01230 [Pathway Title: Biosynthesis of amino acids]; hsa01100 [Pathway Title: Metabolic pathways]; hsa01130 [Pathway Title: Biosynthesis of antibiotics]; hsa01200 [Pathway Title: Carbon metabolism]; hsa01210 [Pathway Title: 2-Oxocarboxylic acid metabolism]"
NP_999093.1	GOT2	GO:0006103 [Name: 2-oxoglutarate metabolic process]; GO:0007595 [Name: lactation]; GO:0015908 [Name: fatty acid transport]; GO:0019551 [Name: glutamate catabolic process to 2-oxoglutarate]; GO:0045471 [Name: response to ethanol]; GO:0046487 [Name: glyoxylate metabolic process]; GO:0097052 [Name: L-kynurenine metabolic process]; GO:0006536 [Name: glutamate metabolic process]; GO:0007565 [Name: female pregnancy]; GO:0014850 [Name: response to muscle activity]; GO:0019550 [Name: glutamate catabolic process to aspartate]; GO:0032868 [Name: response to insulin]; GO:0006107 [Name: oxaloacetate metabolic process]; GO:0019470 [Name: 4-hydroxyproline catabolic process]; GO:0006531 [Name: aspartate metabolic process]; GO:0043278 [Name: response to morphine]; GO:0008652 [Name: cellular amino acid biosynthetic process]; GO:0006532 [Name: aspartate biosynthetic process]; GO:0006533 [Name: aspartate catabolic process]; GO:0006094 [Name: gluconeogenesis]	GO:0009986 [Name: cell surface]; GO:0032991 [Name: macromolecular complex]; GO:0043204 [Name: perikaryon]; GO:0005739 [Name: mitochondrion]; GO:0005759 [Name: mitochondrial matrix]; GO:0005743 [Name: mitochondrial inner membrane]; GO:0030315 [Name: T-tubule]; GO:0005886 [Name: plasma membrane]; GO:0070062 [Name: extracellular exosome]	GO:0030170 [Name: pyridoxal phosphate binding]; GO:0019899 [Name: enzyme binding]; GO:0003723 [Name: RNA binding]; GO:0042803 [Name: protein homodimerization activity]; GO:0004069 [Name: L-aspartate:2-oxoglutarate aminotransferase activity]; GO:0016597 [Name: amino acid binding]; GO:0047578 [Name: 4-hydroxyglutamate transaminase activity]; GO:0016212 [Name: kynurenine-oxoglutarate transaminase activity]; GO:0005543 [Name: phospholipid binding]	"hsa00330 [Pathway Title: Arginine and proline metabolism]; hsa00350 [Pathway Title: Tyrosine metabolism]; hsa01210 [Pathway Title: 2-Oxocarboxylic acid metabolism]; hsa01230 [Pathway Title: Biosynthesis of amino acids]; hsa04975 [Pathway Title: Fat digestion and absorption]; hsa01100 [Pathway Title: Metabolic pathways]; hsa00250 [Pathway Title: Alanine, aspartate and glutamate metabolism]; hsa00270 [Pathway Title: Cysteine and methionine metabolism]; hsa01130 [Pathway Title: Biosynthesis of antibiotics]; hsa00360 [Pathway Title: Phenylalanine metabolism]; hsa00400 [Pathway Title: Phenylalanine, tyrosine and tryptophan biosynthesis]; hsa01200 [Pathway Title: Carbon metabolism]; hsa00220 [Pathway Title: Arginine biosynthesis]"
NP_999100.2	PSMB8	GO:0052548 [Name: regulation of endopeptidase activity]; GO:0060337 [Name: type I interferon signaling pathway]; GO:0010498 [Name: proteasomal protein catabolic process]; GO:0016579 [Name: protein deubiquitination]; GO:0010499 [Name: proteasomal ubiquitin-independent protein catabolic process]; GO:0043687 [Name: post-translational protein modification]; GO:0045444 [Name: fat cell differentiation]; GO:0016032 [Name: viral process]; GO:0019882 [Name: antigen processing and presentation]; GO:0043161 [Name: proteasome-mediated ubiquitin-dependent protein catabolic process]	"GO:0000502 [Name: proteasome complex]; GO:0005634 [Name: nucleus]; GO:0019774 [Name: proteasome core complex, beta-subunit complex]; GO:0070062 [Name: extracellular exosome]; GO:0005654 [Name: nucleoplasm]; GO:0005839 [Name: proteasome core complex]; GO:0005829 [Name: cytosol]; GO:1990111 [Name: spermatoproteasome complex]; GO:0005737 [Name: cytoplasm]"	GO:0005515 [Name: protein binding]; GO:0004175 [Name: endopeptidase activity]; GO:0004298 [Name: threonine-type endopeptidase activity]	hsa03050 [Pathway Title: Proteasome]
NP_999101.1	RNASE4	"GO:0090502 [Name: RNA phosphodiester bond hydrolysis, endonucleolytic]; GO:0006379 [Name: mRNA cleavage]"	GO:0005576 [Name: extracellular region]	GO:0003676 [Name: nucleic acid binding]; GO:0004522 [Name: ribonuclease A activity]; GO:0004540 [Name: ribonuclease activity]	-
NP_999103.1	OXCT1	GO:0046950 [Name: cellular ketone body metabolic process]; GO:0035774 [Name: positive regulation of insulin secretion involved in cellular response to glucose stimulus]; GO:0009725 [Name: response to hormone]; GO:0042182 [Name: ketone catabolic process]; GO:0042594 [Name: response to starvation]; GO:0045471 [Name: response to ethanol]; GO:0007507 [Name: heart development]; GO:0007584 [Name: response to nutrient]; GO:0014823 [Name: response to activity]; GO:0007420 [Name: brain development]; GO:0046952 [Name: ketone body catabolic process]; GO:0060612 [Name: adipose tissue development]	GO:0005654 [Name: nucleoplasm]; GO:0005759 [Name: mitochondrial matrix]; GO:0005739 [Name: mitochondrion]	GO:0042803 [Name: protein homodimerization activity]; GO:0008260 [Name: 3-oxoacid CoA-transferase activity]	"hsa00280 [Pathway Title: Valine, leucine and isoleucine degradation]; hsa00072 [Pathway Title: Synthesis and degradation of ketone bodies]; hsa00650 [Pathway Title: Butanoate metabolism]"
NP_999105.1	RPS18	"GO:0006412 [Name: translation]; GO:0000184 [Name: nuclear-transcribed mRNA catabolic process, nonsense-mediated decay]; GO:0006614 [Name: SRP-dependent cotranslational protein targeting to membrane]; GO:0006413 [Name: translational initiation]"	GO:0014069 [Name: postsynaptic density]; GO:0005829 [Name: cytosol]; GO:0005840 [Name: ribosome]; GO:0015935 [Name: small ribosomal subunit]; GO:0022627 [Name: cytosolic small ribosomal subunit]; GO:0016020 [Name: membrane]; GO:0070062 [Name: extracellular exosome]; GO:0005634 [Name: nucleus]; GO:0005654 [Name: nucleoplasm]; GO:0005925 [Name: focal adhesion]	GO:0003723 [Name: RNA binding]; GO:0019843 [Name: rRNA binding]; GO:0005515 [Name: protein binding]; GO:0003735 [Name: structural constituent of ribosome]	hsa03010 [Pathway Title: Ribosome]
NP_999107.1	C4BPA	"GO:0045959 [Name: negative regulation of complement activation, classical pathway]; GO:0030449 [Name: regulation of complement activation]; GO:1903027 [Name: regulation of opsonization]; GO:0045087 [Name: innate immune response]; GO:0045732 [Name: positive regulation of protein catabolic process]; GO:0006958 [Name: complement activation, classical pathway]"	GO:0005576 [Name: extracellular region]; GO:0072562 [Name: blood microparticle]; GO:0005615 [Name: extracellular space]; GO:0005886 [Name: plasma membrane]; GO:0044216 [Name: other organism cell]	GO:0003723 [Name: RNA binding]; GO:0005515 [Name: protein binding]	hsa05133 [Pathway Title: Pertussis]; hsa04610 [Pathway Title: Complement and coagulation cascades]
NP_999108.1	PDXK	GO:0009443 [Name: pyridoxal 5'-phosphate salvage]; GO:0016310 [Name: phosphorylation]; GO:0008283 [Name: cell proliferation]; GO:0042823 [Name: pyridoxal phosphate biosynthetic process]; GO:0042816 [Name: vitamin B6 metabolic process]; GO:0043312 [Name: neutrophil degranulation]	GO:0034774 [Name: secretory granule lumen]; GO:0005654 [Name: nucleoplasm]; GO:0005576 [Name: extracellular region]; GO:0070062 [Name: extracellular exosome]; GO:0005634 [Name: nucleus]; GO:0035580 [Name: specific granule lumen]; GO:0005829 [Name: cytosol]	GO:0008478 [Name: pyridoxal kinase activity]; GO:0030955 [Name: potassium ion binding]; GO:0030170 [Name: pyridoxal phosphate binding]; GO:0031402 [Name: sodium ion binding]; GO:0008270 [Name: zinc ion binding]; GO:0005524 [Name: ATP binding]; GO:0031403 [Name: lithium ion binding]; GO:0042803 [Name: protein homodimerization activity]; GO:0000287 [Name: magnesium ion binding]	hsa00750 [Pathway Title: Vitamin B6 metabolism]; hsa01100 [Pathway Title: Metabolic pathways]
NP_999109.1	DAD1	GO:0006487 [Name: protein N-linked glycosylation]; GO:0042493 [Name: response to drug]; GO:0006915 [Name: apoptotic process]; GO:0001824 [Name: blastocyst development]; GO:0018279 [Name: protein N-linked glycosylation via asparagine]; GO:0007584 [Name: response to nutrient]; GO:0006486 [Name: protein glycosylation]; GO:0043066 [Name: negative regulation of apoptotic process]	GO:0005789 [Name: endoplasmic reticulum membrane]; GO:0008250 [Name: oligosaccharyltransferase complex]; GO:0016020 [Name: membrane]; GO:0016021 [Name: integral component of membrane]	GO:0004579 [Name: dolichyl-diphosphooligosaccharide-protein glycotransferase activity]; GO:0004576 [Name: oligosaccharyl transferase activity]	hsa04141 [Pathway Title: Protein processing in endoplasmic reticulum]; hsa00510 [Pathway Title: N-Glycan biosynthesis]; hsa01100 [Pathway Title: Metabolic pathways]
NP_999118.1;XP_020957866.1	HPX	GO:0002925 [Name: positive regulation of humoral immune response mediated by circulating immunoglobulin]; GO:0006508 [Name: proteolysis]; GO:0060335 [Name: positive regulation of interferon-gamma-mediated signaling pathway]; GO:0006879 [Name: cellular iron ion homeostasis]; GO:0006898 [Name: receptor-mediated endocytosis]; GO:0042531 [Name: positive regulation of tyrosine phosphorylation of STAT protein]; GO:0002639 [Name: positive regulation of immunoglobulin production]; GO:0016032 [Name: viral process]; GO:0015886 [Name: heme transport]; GO:0042168 [Name: heme metabolic process]	GO:0071682 [Name: endocytic vesicle lumen]; GO:0070062 [Name: extracellular exosome]; GO:0072562 [Name: blood microparticle]; GO:0005576 [Name: extracellular region]; GO:0005615 [Name: extracellular space]	GO:0046872 [Name: metal ion binding]; GO:0015232 [Name: heme transporter activity]; GO:0005515 [Name: protein binding]	-
NP_999119.1	ACO2	GO:0006099 [Name: tricarboxylic acid cycle]; GO:0006102 [Name: isocitrate metabolic process]; GO:0006091 [Name: generation of precursor metabolites and energy]; GO:0006101 [Name: citrate metabolic process]; GO:0035900 [Name: response to isolation stress]; GO:0001889 [Name: liver development]	GO:0005759 [Name: mitochondrial matrix]; GO:0005829 [Name: cytosol]; GO:0005739 [Name: mitochondrion]	"GO:0051539 [Name: 4 iron, 4 sulfur cluster binding]; GO:0003994 [Name: aconitate hydratase activity]; GO:0051538 [Name: 3 iron, 4 sulfur cluster binding]; GO:0005506 [Name: iron ion binding]"	hsa01210 [Pathway Title: 2-Oxocarboxylic acid metabolism]; hsa01230 [Pathway Title: Biosynthesis of amino acids]; hsa00020 [Pathway Title: Citrate cycle (TCA cycle)]; hsa01100 [Pathway Title: Metabolic pathways]; hsa01200 [Pathway Title: Carbon metabolism]; hsa00630 [Pathway Title: Glyoxylate and dicarboxylate metabolism]; hsa01130 [Pathway Title: Biosynthesis of antibiotics]
